Symbol;Name;MarketCap;IPOyear;Sector;industry
SAEX;SAExploration Holdings, Inc.;$24.71M;n/a;Energy;Oil & Gas Production
SAFT;Safety Insurance Group, Inc.;$1.1B;2002;Finance;Property-Casualty Insurers
SAGE;Sage Therapeutics, Inc.;$3.25B;2014;Health Care;Major Pharmaceuticals
SAIA;Saia, Inc.;$1.36B;n/a;Transportation;Trucking Freight/Courier Services
SALM;Salem Media Group, Inc.;$183.46M;1999;Consumer Services;Broadcasting
SAL;Salisbury Bancorp, Inc.;$122.45M;n/a;Finance;Savings Institutions
SAFM;Sanderson Farms, Inc.;$3.06B;1987;Consumer Non-Durables;Meat/Poultry/Fish
SASR;Sandy Spring Bancorp, Inc.;$955.28M;n/a;Finance;Major Banks
SGMO;Sangamo Therapeutics, Inc.;$721.75M;2000;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
SANM;Sanmina Corporation;$2.69B;1993;Technology;Electrical Products
GCVRZ;Sanofi;n/a;n/a;Health Care;Major Pharmaceuticals
SPNS;Sapiens International Corporation N.V.;$540.38M;1992;Technology;Computer Software: Prepackaged Software
SRPT;Sarepta Therapeutics, Inc.;$2.12B;n/a;Health Care;Major Pharmaceuticals
SVRA;Savara, Inc.;$147.03M;n/a;Health Care;Major Pharmaceuticals
SBFG;SB Financial Group, Inc.;$82.79M;n/a;Finance;Major Banks
SBFGP;SB Financial Group, Inc.;n/a;n/a;Finance;Major Banks
SBAC;SBA Communications Corporation;$16.93B;1999;Consumer Services;Real Estate Investment Trusts
SCSC;ScanSource, Inc.;$988.52M;n/a;Technology;Retail: Computer Software & Peripheral Equipment
SMIT;Schmitt Industries, Inc.;$5.25M;n/a;Capital Goods;Industrial Machinery/Components
SCHN;Schnitzer Steel Industries, Inc.;$680.5M;1993;Consumer Durables;Industrial Specialties
SCHL;Scholastic Corporation;$1.43B;1992;Consumer Services;Books
SCLN;SciClone Pharmaceuticals, Inc.;$580.05M;1992;Health Care;Major Pharmaceuticals
SGMS;Scientific Games Corp;$3.24B;n/a;Technology;EDP Services
SNI;Scripps Networks Interactive, Inc;$11.33B;n/a;Consumer Services;Television Services
SCYX;SCYNEXIS, Inc.;$41.79M;2014;Health Care;Major Pharmaceuticals
SEAC;SeaChange International, Inc.;$98.93M;1996;Technology;Radio And Television Broadcasting And Communications Equipment
SBCF;Seacoast Banking Corporation of Florida;$1.05B;n/a;Finance;Major Banks
STX;Seagate Technology PLC;$9.76B;2002;Technology;Electronic Components
SHIP;Seanergy Maritime Holdings Corp;$27.55M;n/a;Transportation;Marine Transportation
SHIPW;Seanergy Maritime Holdings Corp;n/a;n/a;Transportation;Marine Transportation
SHLD;Sears Holdings Corporation;$893.52M;n/a;Consumer Services;Department/Specialty Retail Stores
SHLDW;Sears Holdings Corporation;n/a;n/a;Consumer Services;Department/Specialty Retail Stores
SHOS;Sears Hometown and Outlet Stores, Inc.;$51.08M;n/a;Consumer Services;Department/Specialty Retail Stores
SPNE;SeaSpine Holdings Corporation;$152.03M;n/a;Health Care;Medical/Dental Instruments
SGEN;Seattle Genetics, Inc.;$7.03B;2001;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
EYES;Second Sight Medical Products, Inc.;$68.2M;2014;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW;Second Sight Medical Products, Inc.;n/a;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SCWX;SecureWorks Corp.;$867.48M;2016;Technology;Computer Software: Prepackaged Software
SNFCA;Security National Financial Corporation;$99.7M;n/a;Finance;Finance: Consumer Services
SEIC;SEI Investments Company;$8.85B;1981;Finance;Investment Bankers/Brokers/Service
SLCT;Select Bancorp, Inc.;$134.47M;n/a;Finance;Major Banks
SCSS;Select Comfort Corporation;$1.37B;1998;Consumer Durables;Home Furnishings
SIR;Select Income REIT;$2.09B;n/a;Consumer Services;Real Estate Investment Trusts
SELB;Selecta Biosciences, Inc.;$390.55M;2016;Health Care;Major Pharmaceuticals
SIGI;Selective Insurance Group, Inc.;$3.01B;n/a;Finance;Property-Casualty Insurers
LEDS;SemiLEDS Corporation;$7.69M;2010;Technology;Semiconductors
SMTC;Semtech Corporation;$2.52B;n/a;Technology;Semiconductors
SENEA;Seneca Foods Corp.;$296.86M;n/a;Consumer Non-Durables;Packaged Foods
SENEB;Seneca Foods Corp.;$305.23M;n/a;Consumer Non-Durables;Packaged Foods
SNES;SenesTech, Inc.;$31.67M;2016;Basic Industries;Agricultural Chemicals
SNH;Senior Housing Properties Trust;$4.48B;n/a;Consumer Services;Real Estate Investment Trusts
SNHNI;Senior Housing Properties Trust;n/a;n/a;Consumer Services;Real Estate Investment Trusts
SNHNL;Senior Housing Properties Trust;n/a;n/a;Consumer Services;Real Estate Investment Trusts
SNMX;Senomyx, Inc.;$28.47M;2004;Health Care;Biotechnology: Commercial Physical & Biological Resarch
SRTS;Sensus Healthcare, Inc.;$62.9M;2016;Health Care;Medical/Dental Instruments
SRTSW;Sensus Healthcare, Inc.;n/a;2016;Health Care;Medical/Dental Instruments
SQBG;Sequential Brands Group, Inc.;$206.36M;n/a;Consumer Non-Durables;Apparel
MCRB;Seres Therapeutics, Inc.;$552.95M;2015;Health Care;Major Pharmaceuticals
SREV;ServiceSource International, Inc.;$332.29M;2011;Miscellaneous;Business Services
SFBS;ServisFirst Bancshares, Inc.;$1.92B;2014;Finance;Major Banks
SEV;Sevcon, Inc.;$124.37M;n/a;Energy;Industrial Machinery/Components
SSC;Seven Stars Cloud Group, Inc.;$117.82M;n/a;Consumer Services;Television Services
SVBI;Severn Bancorp Inc;$87.32M;n/a;Finance;Major Banks
SGBX;SG Blocks, Inc.;$17.04M;2017;Consumer Services;RETAIL: Building Materials
SGOC;SGOCO Group, Ltd;$9.62M;2010;Technology;Radio And Television Broadcasting And Communications Equipment
SMED;Sharps Compliance Corp;$76.35M;n/a;Basic Industries;Environmental Services
SHSP;SharpSpring, Inc.;$30.52M;n/a;Technology;Computer Software: Prepackaged Software
SHEN;Shenandoah Telecommunications Co;$1.76B;n/a;Public Utilities;Telecommunications Equipment
PIXY;ShiftPixy, Inc.;$130.72M;2017;Technology;Diversified Commercial Services
SHLO;Shiloh Industries, Inc.;$140.31M;1993;Capital Goods;Industrial Specialties
SCCI;Shimmick Construction Company, Inc.;n/a;n/a;n/a;n/a
TYHT;Shineco, Inc.;$41.23M;2016;Consumer Non-Durables;Farming/Seeds/Milling
SHPG;Shire plc;$47.19B;n/a;Health Care;Major Pharmaceuticals
SCVL;Shoe Carnival, Inc.;$313.92M;1993;Consumer Services;Clothing/Shoe/Accessory Stores
SHBI;Shore Bancshares Inc;$213.03M;n/a;Finance;Major Banks
SHOR;ShoreTel, Inc.;$515.06M;2007;Public Utilities;Telecommunications Equipment
SSTI;ShotSpotter, Inc.;$101.88M;2017;Technology;Computer Software: Prepackaged Software
SFLY;Shutterfly, Inc.;$1.59B;2006;Miscellaneous;Other Consumer Services
SIFI;SI Financial Group, Inc.;$184.35M;n/a;Finance;Savings Institutions
SIEB;Siebert Financial Corp.;$88.54M;n/a;Finance;Investment Bankers/Brokers/Service
SNNA;Sienna Biopharmaceuticals, Inc.;$375.09M;2017;Health Care;Major Pharmaceuticals
SIEN;Sientra, Inc.;$208.54M;2014;Health Care;Industrial Specialties
BSRR;Sierra Bancorp;$376.52M;n/a;Finance;Major Banks
SRRA;Sierra Oncology, Inc.;$78.4M;2015;Health Care;Major Pharmaceuticals
SWIR;Sierra Wireless, Inc.;$811.07M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
SIFY;Sify Technologies Limited;$139.08M;n/a;Technology;Computer Software: Programming, Data Processing
SIGM;Sigma Designs, Inc.;$238.82M;1986;Technology;Semiconductors
SGLB;Sigma Labs, Inc.;$9.87M;n/a;Consumer Durables;Miscellaneous manufacturing industries
SGLBW;Sigma Labs, Inc.;n/a;n/a;Consumer Durables;Miscellaneous manufacturing industries
SGMA;SigmaTron International, Inc.;$33.02M;1994;Technology;Electrical Products
SBNY;Signature Bank;$7.45B;2004;Finance;Major Banks
SBNYW;Signature Bank;n/a;n/a;Finance;Major Banks
SLGN;Silgan Holdings Inc.;$3.36B;1997;Consumer Durables;Containers/Packaging
SILC;Silicom Ltd;$388.65M;n/a;Technology;Computer Communications Equipment
SLAB;Silicon Laboratories, Inc.;$3.19B;2000;Technology;Semiconductors
SIMO;Silicon Motion Technology Corporation;$1.5B;2005;Technology;Semiconductors
SPIL;Siliconware Precision Industries Company, Ltd.;$4.99B;n/a;Technology;Semiconductors
SRUN;Silver Run Acquisition Corporation II;$1.32B;2017;Finance;Business Services
SRUNU;Silver Run Acquisition Corporation II;n/a;2017;Finance;Business Services
SRUNW;Silver Run Acquisition Corporation II;n/a;2017;Finance;Business Services
SAMG;Silvercrest Asset Management Group Inc.;$163.71M;2013;Finance;Investment Managers
SSNT;SilverSun Technologies, Inc.;$19.01M;n/a;Miscellaneous;Business Services
SFNC;Simmons First National Corporation;$1.72B;n/a;Finance;Major Banks
SLP;Simulations Plus, Inc.;$251.78M;n/a;Technology;EDP Services
SINA;Sina Corporation;$6.82B;n/a;Technology;Computer Software: Prepackaged Software
SBGI;Sinclair Broadcast Group, Inc.;$3.22B;1995;Consumer Services;Broadcasting
SINO;Sino-Global Shipping America, Ltd.;$30.72M;n/a;Transportation;Oil Refining/Marketing
SVA;Sinovac Biotech, Ltd.;$379M;n/a;Health Care;Major Pharmaceuticals
SIRI;Sirius XM Holdings Inc.;$25.65B;n/a;Consumer Services;Broadcasting
SRVA;SIRVA, Inc.;n/a;n/a;n/a;n/a
SITO;SITO Mobile, Ltd.;$97.32M;n/a;Miscellaneous;Business Services
SKYS;Sky Solar Holdings, Ltd.;$72.37M;2014;Public Utilities;Electric Utilities: Central
SKLN;Skyline Medical Inc.;$9.59M;n/a;Health Care;Industrial Specialties
SKYW;SkyWest, Inc.;$1.91B;1986;Transportation;Air Freight/Delivery Services
SWKS;Skyworks Solutions, Inc.;$18.84B;n/a;Technology;Semiconductors
SLM;SLM Corporation;$4.73B;n/a;Finance;Finance: Consumer Services
SLMBP;SLM Corporation;$281.16M;n/a;Finance;Finance: Consumer Services
SGH;SMART Global Holdings, Inc.;$406.46M;2017;Technology;Semiconductors
SND;Smart Sand, Inc.;$256.16M;2016;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK;SmartFinancial, Inc.;$202.02M;n/a;Finance;Major Banks
SMSI;Smith Micro Software, Inc.;$13.64M;1995;Technology;Computer Software: Prepackaged Software
SMTX;SMTC Corporation;$20.34M;2000;Technology;Electrical Products
LNCE;Snyder&#39;;;;
SRAX;Social Reality, Inc.;$11.48M;n/a;Technology;Advertising
SCKT;Socket Mobile, Inc.;$25.06M;n/a;Technology;Computer Manufacturing
SODA;SodaStream International Ltd.;$1.35B;2010;Consumer Durables;Consumer Electronics/Appliances
SOHU;Sohu.com Inc.;$2.21B;n/a;Technology;EDP Services
SLRC;Solar Capital Ltd.;$932.7M;2010;n/a;n/a
SUNS;Solar Senior Capital Ltd.;$274.64M;n/a;n/a;n/a
SEDG;SolarEdge Technologies, Inc.;$1.18B;2015;Technology;Semiconductors
SLNO;Soleno Therapeutics, Inc.;$20.46M;2014;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW;Soleno Therapeutics, Inc.;n/a;2014;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNGX;Soligenix, Inc.;$12.54M;n/a;Health Care;Major Pharmaceuticals
SNGXW;Soligenix, Inc.;n/a;n/a;Health Care;Major Pharmaceuticals
SONC;Sonic Corp.;$1.02B;1991;Consumer Services;Restaurants
SOFO;Sonic Foundry, Inc.;$16.06M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
SNOA;Sonoma Pharmaceuticals, Inc.;$29.55M;n/a;Health Care;Major Pharmaceuticals
SNOAW;Sonoma Pharmaceuticals, Inc.;n/a;n/a;Health Care;Major Pharmaceuticals
SONS;Sonus Networks, Inc.;$326.03M;n/a;Technology;EDP Services
SPHS;Sophiris Bio, Inc.;$57.21M;2013;n/a;n/a
SORL;SORL Auto Parts, Inc.;$128.38M;n/a;Capital Goods;Auto Parts:O.E.M.
SRNE;Sorrento Therapeutics, Inc.;$141.54M;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
SOHO;Sotherly Hotels Inc.;$89.69M;n/a;Consumer Services;Real Estate Investment Trusts
SOHOB;Sotherly Hotels Inc.;n/a;n/a;Consumer Services;Real Estate Investment Trusts
SOHOM;Sotherly Hotels LP;n/a;n/a;Consumer Services;Hotels/Resorts
SFBC;Sound Financial Bancorp, Inc.;$79.25M;n/a;Finance;Savings Institutions
SSB;South State Corporation;$2.46B;n/a;Finance;Major Banks
SFST;Southern First Bancshares, Inc.;$270.62M;n/a;Finance;Major Banks
SMBC;Southern Missouri Bancorp, Inc.;$273.98M;n/a;Finance;Banks
SONA;Southern National Bancorp of Virginia, Inc.;$408.3M;n/a;Finance;Major Banks
SBSI;Southside Bancshares, Inc.;$1.01B;n/a;Finance;Major Banks
OKSB;Southwest Bancorp, Inc.;$479.32M;1993;Finance;Major Banks
SP;SP Plus Corporation;$785.51M;n/a;Consumer Services;Rental/Leasing Companies
SGRP;SPAR Group, Inc.;$21.28M;n/a;Miscellaneous;Business Services
SPKE;Spark Energy, Inc.;$717.27M;2014;Public Utilities;Power Generation
SPKEP;Spark Energy, Inc.;n/a;n/a;Public Utilities;Power Generation
ONCE;Spark Therapeutics, Inc.;$2.4B;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
SPAR;Spartan Motors, Inc.;$323.17M;n/a;Capital Goods;Auto Manufacturing
SPTN;SpartanNash Company;$1.02B;n/a;Consumer Non-Durables;Food Distributors
DWFI;SPDR Dorsey Wright Fixed Income Allocation ETF;$62.77M;n/a;n/a;n/a
SPPI;Spectrum Pharmaceuticals, Inc.;$720.49M;n/a;Health Care;Major Pharmaceuticals
ANY;Sphere 3D Corp.;$20.21M;n/a;Technology;EDP Services
SPEX;Spherix Incorporated;$10.59M;n/a;Miscellaneous;Multi-Sector Companies
SPI;SPI Energy Co., Ltd.;$32.02M;n/a;Technology;Semiconductors
SAVE;Spirit Airlines, Inc.;$2.71B;2011;Transportation;Air Freight/Delivery Services
SPLK;Splunk Inc.;$8.27B;2012;Technology;Computer Software: Prepackaged Software
SPOK;Spok Holdings, Inc.;$343.61M;n/a;Public Utilities;Telecommunications Equipment
SPWH;Sportsman&#39;;;;
SBPH;Spring Bank Pharmaceuticals, Inc.;$165.32M;2016;Health Care;Major Pharmaceuticals
FUND;Sprott Focus Trust, Inc.;$181.34M;n/a;n/a;n/a
SFM;Sprouts Farmers Market, Inc.;$3.27B;2013;Consumer Services;Food Chains
SPSC;SPS Commerce, Inc.;$997.49M;2010;Technology;Computer Software: Prepackaged Software
SSNC;SS&C Technologies Holdings, Inc.;$7.74B;2010;Technology;Computer Software: Prepackaged Software
SSRM;SSR Mining Inc.;n/a;n/a;n/a;n/a
STAA;STAAR Surgical Company;$425.7M;n/a;Health Care;Ophthalmic Goods
STAF;Staffing 360 Solutions, Inc.;$8.8M;1996;Technology;Professional Services
STMP;Stamps.com Inc.;$3.58B;1999;Miscellaneous;Business Services
STLY;Stanley Furniture Company, Inc.;$17.95M;n/a;Consumer Durables;Home Furnishings
SPLS;Staples, Inc.;$6.66B;1989;Consumer Services;Other Specialty Stores
SBLK;Star Bulk Carriers Corp.;$624.01M;n/a;Transportation;Marine Transportation
SBLKL;Star Bulk Carriers Corp.;n/a;n/a;Transportation;Marine Transportation
SBUX;Starbucks Corporation;$80.05B;1992;Consumer Services;Restaurants
STFC;State Auto Financial Corporation;$1.05B;1991;Finance;Property-Casualty Insurers
STBZ;State Bank Financial Corporation.;$1.07B;n/a;Finance;Major Banks
SNC;State National Companies, Inc.;$885.22M;n/a;Finance;Property-Casualty Insurers
STDY;SteadyMed Ltd.;$157.32M;2015;Health Care;Major Pharmaceuticals
GASS;StealthGas, Inc.;$120.38M;2005;Transportation;Marine Transportation
STLD;Steel Dynamics, Inc.;$8.53B;1996;Basic Industries;Steel/Iron Ore
SMRT;Stein Mart, Inc.;$64.29M;1992;Consumer Services;Clothing/Shoe/Accessory Stores
STLR;Stellar Acquisition III Inc.;$90.55M;2016;Finance;Business Services
STLRU;Stellar Acquisition III Inc.;n/a;2016;Finance;Business Services
STLRW;Stellar Acquisition III Inc.;n/a;2016;Finance;Business Services
SBOT;Stellar Biotechnologies, Inc.;$12.77M;n/a;Health Care;Major Pharmaceuticals
STML;Stemline Therapeutics, Inc.;$227.29M;2013;Health Care;Major Pharmaceuticals
SRCL;Stericycle, Inc.;$6.69B;1996;Basic Industries;Environmental Services
SRCLP;Stericycle, Inc.;n/a;n/a;Basic Industries;Environmental Services
STRL;Sterling Construction Company Inc;$278.68M;n/a;Basic Industries;Military/Government/Technical
SHOO;Steven Madden, Ltd.;$2.45B;1993;Consumer Non-Durables;Shoe Manufacturing
SSFN;Stewardship Financial Corp;$79.94M;n/a;Finance;Major Banks
SYBT;Stock Yards Bancorp, Inc.;$807.9M;n/a;Finance;Major Banks
BANX;StoneCastle Financial Corp;$133.33M;n/a;n/a;n/a
SGBK;Stonegate Bank;$715.15M;n/a;n/a;n/a
SSKN;Strata Skin Sciences, Inc.;$4.83M;n/a;Health Care;Medical/Dental Instruments
SSYS;Stratasys, Ltd.;$1.24B;1994;Technology;Computer peripheral equipment
STRT;Strattec Security Corporation;$140.92M;n/a;Capital Goods;Auto Parts:O.E.M.
STRS;Stratus Properties Inc.;$236.48M;n/a;Consumer Services;Homebuilding
STRA;Strayer Education, Inc.;$918.52M;1996;Consumer Services;Other Consumer Services
STRM;Streamline Health Solutions, Inc.;$20.07M;n/a;Technology;EDP Services
SBBP;Strongbridge Biopharma plc;$250.88M;2015;Health Care;Major Pharmaceuticals
STB;Student Transportation Inc;$549.81M;n/a;Transportation;Other Transportation
SCMP;Sucampo Pharmaceuticals, Inc.;$483.24M;2007;Health Care;Major Pharmaceuticals
SUMR;Summer Infant, Inc.;$33.9M;n/a;Consumer Durables;Miscellaneous manufacturing industries
SMMF;Summit Financial Group, Inc.;$275.51M;n/a;Finance;Major Banks
SSBI;Summit State Bank;$77.89M;2006;n/a;n/a
SMMT;Summit Therapeutics plc;$176.44M;2015;Health Care;Major Pharmaceuticals
SNBC;Sun Bancorp, Inc.;$465.08M;n/a;Finance;Commercial Banks
SNHY;Sun Hydraulics Corporation;$1.13B;1997;Capital Goods;Metal Fabrications
SNDE;Sundance Energy Australia Limited;$59.59M;n/a;Energy;Oil & Gas Production
SNSS;Sunesis Pharmaceuticals, Inc.;$59.25M;2005;Health Care;Major Pharmaceuticals
STKL;SunOpta, Inc.;$799.99M;n/a;Consumer Services;Farming/Seeds/Milling
SPWR;SunPower Corporation;$1.29B;2005;Technology;Semiconductors
RUN;Sunrun Inc.;$766.58M;2015;Capital Goods;Industrial Specialties
SBCP;Sunshine Bancorp, Inc.;$176.64M;2014;Finance;Savings Institutions
SUNW;Sunworks, Inc.;$39.94M;n/a;Public Utilities;Telecommunications Equipment
SMCI;Super Micro Computer, Inc.;$1.32B;2007;Technology;Computer Manufacturing
SPCB;SuperCom, Ltd.;$51.99M;n/a;Technology;Semiconductors
SCON;Superconductor Technologies Inc.;$13.73M;1993;Technology;Radio And Television Broadcasting And Communications Equipment
SGC;Superior Uniform Group, Inc.;$323.51M;n/a;Consumer Non-Durables;Apparel
SUPN;Supernus Pharmaceuticals, Inc.;$2.06B;2012;Health Care;Major Pharmaceuticals
SPRT;support.com, Inc.;$41.13M;2000;Technology;EDP Services
SGRY;Surgery Partners, Inc.;$956.84M;2015;Health Care;Hospital/Nursing Management
SRDX;Surmodics, Inc.;$347.18M;1998;Health Care;Medical/Dental Instruments
SBBX;Sussex Bancorp;$144.38M;n/a;Finance;Major Banks
SIVB;SVB Financial Group;$9.71B;n/a;Finance;Major Banks
SIVBO;SVB Financial Group;n/a;n/a;Finance;Major Banks
SYKE;Sykes Enterprises, Incorporated;$1.42B;1996;Technology;EDP Services
SYMC;Symantec Corporation;$17.82B;1989;Technology;Computer Software: Prepackaged Software
SYNC;Synacor, Inc.;$144.47M;2012;Technology;Computer Software: Programming, Data Processing
